Level Control Trainer (UT35A) -17-Mar-2025 15:13:50, , , , , , ,
Time,Time s,SP %,PV %,OP %,PB %,IT s,DT s
15:13:14,288,60,58.8,37.7,10,0,0
15:13:15,289,60,58.8,37.8,10,0,0
15:13:16,290,60,58.8,38,10,0,0
15:13:17,291,60,58.8,37.8,10,0,0
15:13:18,292,60,58.8,37.6,10,0,0
15:13:19,293,60,58.7,37.1,10,0,0
15:13:20,294,60,58.7,37,10,0,0
15:13:21,295,60,58.7,37,10,0,0
15:13:22,296,60,58.7,36.8,10,0,0
15:13:23,297,60,58.6,36.3,10,0,0
15:13:24,298,60,58.6,36,10,0,0
15:13:25,299,60,58.6,36.3,10,0,0
15:13:26,300,60,58.6,36.1,10,0,0
15:13:27,301,60,58.6,35.6,10,0,0
15:13:28,302,60,58.6,35.7,10,0,0
15:13:29,303,60,58.5,35.2,10,0,0
15:13:30,304,60,58.5,35.2,10,0,0
15:13:31,305,60,58.5,35.3,10,0,0
15:13:32,306,60,58.5,34.5,10,0,0
15:13:33,307,60,58.5,34.9,10,0,0
15:13:34,308,60,58.5,34.6,10,0,0
15:13:35,309,60,58.5,34.6,10,0,0
15:13:36,310,60,58.4,34.2,10,0,0
15:13:37,311,60,58.4,34.1,10,0,0
15:13:38,312,60,58.5,34.5,10,0,0
15:13:39,313,60,58.4,33.9,10,0,0
15:13:40,314,60,58.3,33.4,10,0,0
15:13:41,315,60,58.4,34,10,0,0
15:13:42,316,60,58.3,33.4,10,0,0
15:13:44,317,60,58.3,33.2,10,0,0
15:13:45,318,60,58.3,33,10,0,0
15:13:45,319,60,58.3,32.9,10,0,0
15:13:46,320,60,58.2,32.3,10,0,0
