Flow Control Trainer (UT35A) -24-Mar-2025 15:45:47, , , , , , ,
Time,Time s,SP %,PV %,OP %,PB %,IT s,DT s
15:27:34,132,80,78.9,22.2,100,20,0
15:27:35,133,80,78.9,22.2,100,20,0
15:27:36,134,80,78.9,22.1,100,20,0
15:27:38,135,80,79.2,22.4,100,20,0
15:27:39,136,80,79.5,22.7,100,20,0
15:27:40,137,80,79.6,22.8,100,20,0
15:27:41,138,80,79.7,22.9,100,20,0
15:27:42,139,80,79.7,22.8,100,20,0
15:27:42,140,80,79.9,23,100,20,0
15:27:43,141,80,80.1,23.2,100,20,0
15:27:45,142,80,80.2,23.3,100,20,0
15:27:46,143,80,80.2,23.3,100,20,0
15:27:47,144,80,80.2,23.4,100,20,0
15:27:48,145,80,80.2,23.3,100,20,0
15:27:49,146,80,80.1,23.3,100,20,0
15:27:50,147,80,80.2,23.4,100,20,0
15:27:51,148,80,80.3,23.5,100,20,0
15:27:52,149,80,80.5,23.7,100,20,0
15:27:53,150,80,80.4,23.7,100,20,0
15:27:54,151,80,80.3,23.5,100,20,0
15:27:55,152,80,80,23.3,100,20,0
15:27:56,153,80,80.2,23.5,100,20,0
15:27:57,154,80,80.2,23.4,100,20,0
15:27:58,155,80,79.9,23.2,100,20,0
15:27:59,156,80,80.2,23.5,100,20,0
15:28:00,157,80,80.3,23.6,100,20,0
15:28:01,158,80,80,23.3,100,20,0
15:28:02,159,80,79.8,23.1,100,20,0
15:28:03,160,80,79.8,23.1,100,20,0
15:28:04,161,80,79.6,22.9,100,20,0
15:28:05,162,80,79.9,23.2,100,20,0
15:28:06,163,80,79.8,23,100,20,0
15:28:07,164,80,79.9,23.1,100,20,0
15:28:08,165,80,80.1,23.4,100,20,0
15:28:09,166,80,80.1,23.3,100,20,0
15:28:10,167,80,80.3,23.5,100,20,0
15:28:11,168,80,80.4,23.6,100,20,0
15:28:12,169,80,80.3,23.6,100,20,0
15:28:13,170,80,80.2,23.5,100,20,0
15:28:14,171,80,80.2,23.5,100,20,0
15:28:15,172,80,80,23.3,100,20,0
15:28:16,173,80,79.8,23.1,100,20,0
15:28:17,174,80,80.1,23.4,100,20,0
15:28:18,175,80,80,23.3,100,20,0
15:28:19,176,80,80.3,23.6,100,20,0
15:28:20,177,80,80.3,23.7,100,20,0
15:28:21,178,80,80.1,23.5,100,20,0
15:28:22,179,80,80,23.3,100,20,0
15:28:23,180,80,80.2,23.6,100,20,0
15:28:24,181,80,80.3,23.7,100,20,0
15:28:25,182,80,80.3,23.7,100,20,0
15:28:26,183,80,79.8,23.2,100,20,0
15:28:27,184,80,79.8,23.2,100,20,0
15:28:28,185,80,79.7,23,100,20,0
15:28:29,186,80,79.8,23.1,100,20,0
15:28:30,187,80,80,23.3,100,20,0
15:28:31,188,80,80,23.4,100,20,0
15:28:32,189,80,80.2,23.6,100,20,0
15:28:33,190,80,80.3,23.7,100,20,0
15:28:34,191,80,80.3,23.7,100,20,0
15:28:35,192,80,80.3,23.6,100,20,0
15:28:36,193,80,80.4,23.8,100,20,0
15:28:37,194,80,80.4,23.8,100,20,0
15:28:38,195,80,80.3,23.7,100,20,0
15:28:39,196,80,80.4,23.9,100,20,0
15:28:40,197,80,80.3,23.8,100,20,0
15:28:41,198,80,80.3,23.8,100,20,0
15:28:42,199,80,80.4,23.9,100,20,0
15:28:43,200,80,80.5,24,100,20,0
15:28:44,201,80,80.4,24,100,20,0
15:28:45,202,80,80.3,23.8,100,20,0
15:28:46,203,80,80.2,23.7,100,20,0
15:28:47,204,80,80.3,23.8,100,20,0
15:28:48,205,80,80.3,23.9,100,20,0
15:28:49,206,80,80.4,24,100,20,0
15:28:50,207,80,80.4,24.1,100,20,0
15:28:51,208,80,80,23.7,100,20,0
15:28:52,209,80,80,23.7,100,20,0
15:28:53,210,80,79.7,23.4,100,20,0
15:28:54,211,80,80.1,23.7,100,20,0
15:28:55,212,80,80.2,23.8,100,20,0
15:28:56,213,80,79.8,23.4,100,20,0
15:28:57,214,80,79.9,23.5,100,20,0
15:28:58,215,80,79.9,23.6,100,20,0
15:28:59,216,80,79.8,23.4,100,20,0
15:29:00,217,80,80,23.6,100,20,0
15:29:01,218,80,80.3,24,100,20,0
15:29:02,219,80,80.1,23.7,100,20,0
15:29:03,220,80,80.2,23.8,100,20,0
15:29:04,221,80,80.2,23.8,100,20,0
15:29:05,222,80,80.1,23.8,100,20,0
15:29:06,223,80,80.1,23.8,100,20,0
15:29:07,224,80,79.9,23.6,100,20,0
15:29:08,225,80,80.1,23.8,100,20,0
15:29:09,226,80,80.2,23.9,100,20,0
15:29:10,227,80,80.2,23.9,100,20,0
15:29:11,228,80,80,23.7,100,20,0
15:29:12,229,80,79.9,23.6,100,20,0
